"id","img","title","description","url"
11,"https://m.media-amazon.com/images/I/51QggxFUH7L._SY344_BO1,204,203,200_.jpg","スッキリわかるSQL入門 第3版 ドリル256問付き! (スッキリわかる入門シリーズ)","スッキリわかる入門シリーズは、10周年を迎え、姉妹書7冊の累計部数は60万部を突破する、プログラミング入門書の大人気シリーズとなっています。SQLの入門書において、発売から数年で不動の定番テキストとなりましたが、最新の情報を取り入れて内容を更新しながら、改訂を重ねています。","https://amzn.to/3ZDnAoJ"
12,"https://m.media-amazon.com/images/I/51OSBZvAxGL._SY344_BO1,204,203,200_.jpg","Webを支える技術 -HTTP、URI、HTML、そしてREST","Webは誕生から20年で爆発的な普及を果たし,17億人のユーザと2億台のサーバを抱える巨大システムへと成長しました。Webがここまで成功した秘密は,その設計思想,いわゆるアーキテクチャにあります。Webのアーキテクチャ,そしてHTTP,URI,HTMLといったWebを支える技術は,Webがどんなに巨大化しても対応できるように設計されていたのです。","https://amzn.to/3yxrlAe"
13,"https://m.media-amazon.com/images/I/51l0xAHmzZL._SY344_BO1,204,203,200_.jpg","イラスト図解式 この一冊で全部わかるWeb技術の基本","Webの全体像から、HTTPでやりとりする仕組み、さまざまなデータ形式、Webアプリケーションの開発、セキュリティ、システムの構築・運用まで、これからWebにかかわる人が知っておきたい知識をこの一冊で丸ごと解説!","https://amzn.to/3JuBR1E"
14,"https://m.media-amazon.com/images/I/511cEpHSwrL._SY344_BO1,204,203,200_.jpg","AWS認定資格試験テキスト AWS認定ソリューションアーキテクト - アソシエイト 改訂第2版","WSを使って安全で堅牢なアプリケーションの設計およびデプロイできる知識をもっているかを証明するのが、「AWS認定 ソリューションアーキテクト - アソシエイト」試験です。本書は、2020年に改訂された新しい「SAA-C02」試験に対応した改訂を行った試験対策教科書です。合格に必要な「レジリエントアーキテクチャの設計」「高パフォーマンスアーキテクチャの設計 」「セキュアなアプリケーションとアーキテクチャの設計」「コスト最適化アーキテクチャの設計」といったカテゴリの知識を、しっかり丁寧に解説しています。","https://amzn.to/3yw4s01"
15,"https://m.media-amazon.com/images/I/41qHKrFZi0L._SX389_BO1,204,203,200_.jpg","SQLアンチパターン","本書はDB設計やSQL記述の際に避けるべき事柄を1章で1つ、25個紹介する書籍です。リレーショナルデータベースを中心に据えたシステム開発には、様々な場面で陥りやすい失敗（アンチパターン）があります。本書はデータベース論理設計、データベース物理設計、クエリの記述、アプリケーション開発という4つのカテゴリに分かれて、それぞれの分野におけるアンチパターンを紹介し、失敗を避けるためのより良い方法を紹介します。","https://amzn.to/3Jwzco5"
16,"https://m.media-amazon.com/images/I/41WBMf7zcML.jpg","体系的に学ぶ 安全なWebアプリケーションの作り方 第2版［固定版］脆弱性が生まれる原理と対策の実践","Webアプリケーションにはなぜ脆弱性が生まれるのか？脆弱性を解消するにはどうプログラミングすればよいか？PHPサンプルへの攻撃を通して脆弱性が生まれる原理と具体的な対処方法が学べる！","https://amzn.to/3ZGAPoI"
17,"https://m.media-amazon.com/images/I/41zp6hN7f+L._SX258_BO1,204,203,200_.jpg","Kaggleで勝つデータ分析の技術","データサイエンスの認知の高まりとともに、データ分析に関するコンペティションが多数開催されるようになってきました。最も有名なコンペティションプラットフォームであるKaggleにおけるプレイヤー数は10万人を超え、多くのエンジニアが自分の腕を試すためにコンペティションに参加しています。分析コンペでは、実際のデータを扱うため、機械学習の解説書にはあまり載っていないような手法やテクニックが数多く活用されています。これらを理解し自身で使えるようにしておくことはコンペだけでなく、実務でのモデル構築において非常に役に立ちます。","https://amzn.to/3ZTL6xA"
18,"https://m.media-amazon.com/images/I/51+F0cSeYvL._SX258_BO1,204,203,200_.jpg","つくりながら学ぶ! PyTorchによる発展ディープラーニング","本書ではディープラーニングの発展・応用手法を実装しながら学習していきます。ディープラーニングの実装パッケージとしてPyTorchを利用します。扱うタスク内容とディープラーニングモデルは次の通りで「ビジネスの現場でディープラーニングを活用するためにも実装経験を積んでおきたいタスク」という観点で選定しました。","https://amzn.to/3l4aoKG"
19,"https://m.media-amazon.com/images/I/51sEua-+ejL._SY344_BO1,204,203,200_.jpg","エンジニアのためのマネジメントキャリアパス ―テックリードからCTOまでマネジメントスキル向上ガイド","本書は、技術系マネージャーとそれを目指すエンジニアに向けて、IT業界の管理職に求められるスキルを解説する書籍です。テックリードからCTOになった経験を持つ著者が、管理職についたエンジニアが歩むキャリアパスについて段階をおって紹介します。","https://amzn.to/3JwS9Hd"
20,"https://m.media-amazon.com/images/I/51IxleJF-FL._SX391_BO1,204,203,200_.jpg","1冊ですべて身につくHTML & CSSとWebデザイン入門講座","今のWebサイトの作り方が一気に学べる！・知識ゼロから体系的に学べる！HTMLとCSSの基本・最新の技術に対応！レスポンシブ、Flexbox、CSSグリッド・手を動かしながら学べる！プロの現場で役立つテクニック・コードの知識からデザインのことまで1冊ですべて学べる！WebクリエイターボックスのManaが教える。Webサイト制作の定番＆旬のスキル。この1冊で必要なことがすべて学べる！","https://amzn.to/3ywbHp2"
21,"https://m.media-amazon.com/images/I/51Q+KKW3EyL._SX394_BO1,204,203,200_.jpg","問題解決のための「アルゴリズム×数学」が基礎からしっかり身につく本","アルゴリズムは、プログラミングを用いて問題を解決していくには欠かせない大切な道具です。一方、アルゴリズムを理解し、そして応用できるようになるためには、ある程度の数学的知識と数学的考察力も大切です。本書では、中学レベル~大学教養レベルの数学的知識のうちアルゴリズム学習に必要なものについて扱うとともに、有名なアルゴリズムと典型的な数学的考察について丁寧に解説します。さらに、知識をしっかり身に付けるための例題・演習問題が全200問掲載されています。","https://amzn.to/3LdFVVh"
22,"https://m.media-amazon.com/images/I/41yIkXVaTxL.jpg","コンサル一年目が学ぶこと","本書は、コンサルタンティング会社に勤める人のためだけの本ではありません。職業・業界を問わず、 15年後にも役立つ普遍的なスキルを、社会人一年目で学んだときの基礎的なレベルから理解するための本です。","https://amzn.to/3ZVUPna"
23,"https://m.media-amazon.com/images/I/417gFPF5omL._SX350_BO1,204,203,200_.jpg","オブジェクト指向UIデザイン──使いやすいソフトウェアの原理","オブジェクト指向ユーザーインターフェース(OOUI)とは、オブジェクト(もの、名詞)を起点としてUIを設計すること。タスク(やること、動詞)を起点としたUIに比べて、画面数が減って作業効率が高まり、また開発効率や拡張性も向上する、いわば「銀の弾丸」的な効果を持つ。ブログや雑誌記事などで大きな反響を得たこの設計手法について、前半部では理論やプロセスを詳説。そして後半部の「ワークアウト(実践演習)」では18の課題に読者がチャレンジ。実際に考え、手を動かし、試行錯誤をすることにより、OOUIの設計手法を体得できる。","https://amzn.to/3YB7Cdv"
24,"https://m.media-amazon.com/images/I/41SlY0zvpKL._SY344_BO1,204,203,200_.jpg","Team Geek ―Googleのギークたちはいかにしてチームを作るのか","複数のプログラマが関わる場合、優れたコードを書くだけではプロジェクトは成功しません。全員が最終目標に向かって協力することが重要であり、チームの協力関係はプロジェクト成功のカギとなります。本書は、Subversionをはじめ、たくさんのフリーソフトウェア開発に関わり、その後Googleでプログラマを経てリーダーを務めるようになった著者が、「エンジニアが他人とうまくやる」コツを紹介。「チームを作る三本柱」や「チーム文化のつくり方」から「有害な人への対処法」まで、エンジニアに求められる社会性について楽しい逸話とともに解説します。","https://amzn.to/3mMOqMZ"
25,"https://m.media-amazon.com/images/I/51j0YP8UrAL._SX394_BO1,204,203,200_.jpg","TypeScriptとReact/Next.jsでつくる実践Webアプリケーション開発","新しいフロントエンドの入門書決定版!本書はReact/Next.jsとTypeScriptを用いてWebアプリケーションを開発する入門書です。Next.jsは高速さに裏付けされた高いUXと、開発しやすさを両立しているWebアプリケーションフレームワークです。開発をより快適・堅牢にするTypeScriptを用いて、Next.jsの基礎、最新フロントエンドやWebアプリケーションの開発方法が学べます。","https://amzn.to/3JxH34I"
26,"https://m.media-amazon.com/images/I/51tDpXBLD7L.jpg","改訂新版JavaScript本格入門 ～モダンスタイルによる基礎から現場での応用まで","「ECMAScript 2015」によって，いっそう進化をつづけるJavaScriptの新記法はもちろんのこと，基本からオブジェクト指向構文，Ajax，クライアントサイド開発まで，そしてテスト，ドキュメンテーション，コーディング規約など，現場で避けられない知識もしっかり押さえました。これからのJavaScript開発者必携の1冊です。","https://amzn.to/3JxQmBJ"
27,"https://m.media-amazon.com/images/I/512H1E9ARDL._SY344_BO1,204,203,200_.jpg","統計学入門 (基礎統計学Ⅰ) ","文科と理科両方の学生のために、統計的なものの考え方の基礎をやさしく解説するとともに、統計学の体系的な知識を与えるように、編集・執筆された。豊富な実際例を用いつつ、図表を多くとり入れ、視覚的にもわかりやすく親しみながら学べるよう配慮した。","https://amzn.to/3LjgHVC"
28,"https://m.media-amazon.com/images/I/51mQrYTahJL._SX260_.jpg","Clean Architecture 達人に学ぶソフトウェアの構造と設計 (アスキードワンゴ)","書いているコードが変わらないのだから、どんな種類のシステムでもソフトウェアアーキテクチャのルールは同じ。ソフトウェアアーキテクチャのルールとは、プログラムの構成要素をどのように組み立てるかのルールである。構成要素は普遍的で変わらないのだから、それらを組み立てるルールもまた、普遍的で変わらないのである。（本書「序文」より）","https://amzn.to/401vqIU"
29,"https://m.media-amazon.com/images/I/41cBKEBEYyL._SX389_BO1,204,203,200_.jpg","実用 Go言語 ―システム開発の現場で知っておきたいアドバイス","業務プログラミングの現場でも採用されるようになってきたGo言語。文法はシンプルで学びやすいという特徴を持っていますが、複雑な要件を実現するには、プログラミング言語が提供する構成要素(文法やライブラリ)をさまざまに組み合わせる必要があります。本書は、そんなGoを使う上でのポイントを単なる文法詳解ではなく「よりGoらしく書くには」「実用的なアプリケーションを書くには」といった観点から紹介します。","https://amzn.to/3T8KfHe"
30,"https://m.media-amazon.com/images/I/31to4r-NvQL._SX350_BO1,204,203,200_.jpg","リーダーの作法 ―ささいなことをていねいに","リーダーシップは一部の人だけに与えられる天職であり、複雑で膨大なリーダーシップの哲学を実践しなければならないと思われがちですが、そんなことはありません。ささいな行動を日々繰り返すことで、お互いを尊敬し、信頼し合うチームを作ることができます。Netscapeでマネージャー、Appleでディレクター、Slackでエグゼクティブを経験した著者が、それぞれの立場のリーダーに必要な振る舞いを30のエッセイで紹介します。1on1での傾聴、信頼関係の築き方、仕事の任せ方、メンバーのほめ方、チーム内のうわさ話への対応、組織の文化の作り方など、マネジメントの場面で出会うさまざまなテーマをとりあげ、リーダーとしての具体的な行動や考え方を解説します。","https://amzn.to/3LhlaI9"
31,"https://m.media-amazon.com/images/I/4113eD01v2L._SX258_BO1,204,203,200_.jpg","Googleのソフトウェアエンジニアリング ―持続可能なプログラミングを支える技術、文化、プロセス","Googleの現役ソフトウェアエンジニアたちが、超大規模ソフトウェアの開発と保守を長期的に支えてきたGoogle社内の多様なベストプラクティスを、文化、プロセス、ツールの側面からこの一冊に凝縮。時間と変化、規模と成長、トレードオフとコストという3つの基本原理に沿って、コードを持続可能にする方法論を紐解きます。「謙虚、尊敬、信頼」、心理的安全性、ダイバーシティとインクルージョンなど公正を重んじる文化から、コードレビューやテスト構成法など人間の行動を規定するプロセス、継続的インテグレーションや大規模変更システムなど変化への対応を支援する自動化ツールの基盤技術まで、Googleが試行錯誤を経て獲得した教訓を余すところなく紹介しています。","https://amzn.to/3lctka3"
32,"https://m.media-amazon.com/images/I/51mllWSxrpL._SX389_BO1,204,203,200_.jpg","エンジニアリングマネージャーのしごと ―チームが必要とするマネージャーになる方法","本書は、エンジニアリングチームのマネジメントの仕事全般を紹介し、エンジニアリングマネージャーに必要な考え方やスキルを解説します。はじめに、自分の役割と組織のさまざまな部分がどう関係するかを理解し、習慣を整えることで自分自身を管理することを学びます。そして、日々のマネジメント業務で必要なツールとプロセスを紹介し、スタッフとの関係性の構築、モチベーションの理解、評価や採用などを解説します。さらに社内政治や難しい状況での判断、その後のキャリアについて説明します。","https://amzn.to/3l0qwgt"
33,"https://m.media-amazon.com/images/I/41k6HyeHPPL._SY344_BO1,204,203,200_.jpg","なるほどデザイン〈目で見て楽しむ新しいデザインの本。〉","「デザイン＝楽しい」を実感できる新しいデザイン書籍。デザインする上で必要な基礎、概念、ルール、プロセスを図解やイラスト、写真などのビジュアルで解説しています。現場で活躍しているデザイナーが身近にあるわかりやすいものに例えたり、図解、イラスト、別のものに置き換えて見方を変えてみたり…豊富なビジュアルとともにわかりやすくひも解いた、楽しみながらデザインのあれこれがわかる「なるほど！」と思える内容が盛りだくさんです！","https://amzn.to/3JxIiAU"
34,"https://m.media-amazon.com/images/I/51f9cZVWN5L._SX394_BO1,204,203,200_.jpg","OpenCVではじめよう ディープラーニングによる画像認識","OpenCVはコンピュータビジョン分野でもっとも利用されているオープンソースフレームワークです。近年の人工知能ブームに呼応する形で機械学習やディープラーニングAPIが強化され、物体の名称と位置を認識するオブジェクト検出(Object Detection)といったタスクも容易に扱えるようになりました。とはいえ、画像認識タスクがすべてディープラーニングによる手法に置き換わるわけではありません。これまでに培った手法を選択した方が堅実な場面もあるため、本書では現時点で重要とされる画像処理手法を整理します。OpenCVの基礎的な解説からはじめ、dnnモジュールを用いたディープラーニングによる画像認識についても解説していきます。","https://amzn.to/3yxKbHA"
35,"https://m.media-amazon.com/images/I/513kY6L-3yL.jpg","エンジニアリング組織論への招待 ～不確実性に向き合う思考と組織のリファクタリング","「コミュニケーションにおける不確実性を減らすには？」「技術的負債を解消する方法とは？」「経営陣とエンジニア間の認識のずれを解消するには？」エンジニアリングにおける課題を解決する思考の整理方法やメンタリング手法を，さまざまな企業の技術組織アドバイザリーを務めている著者が解説。若手を戦力として育て上げ，成長する組織を設計・運営するためにおすすめの1冊です。","https://amzn.to/3laJ51l"
36,"https://m.media-amazon.com/images/I/51d1HhG4tzL._SX389_BO1,204,203,200_.jpg","ソフトウェアアーキテクチャの基礎 ―エンジニアリングに基づく体系的アプローチ","ソフトウェアアーキテクチャとは、ソフトウェアシステムの成功に欠かせない重要な土台です。そのためソフトウェア開発者には、効果的なアーキテクチャを実現するスキルが求められます。本書は、そうした効果的なアーキテクチャを設計、構築、維持するアーキテクトになるために必要なスキルや知識を、現代的な視点から整理して包括的に解説する書籍です。ソフトウェアアーキテクチャの定義から、アーキテクトの役割、モジュールや結合、アーキテクチャスタイルといったアーキテクチャ設計の基礎、チームやステークホルダーと効果的にコラボレーションしていくために必要なソフトスキルまで、さまざまなトピックについて実践的な例とともに説明します。","https://amzn.to/42605Gv"
37,"https://m.media-amazon.com/images/I/518ME653H3L._SY291_BO1,204,203,200_QL40_ML2_.jpg","UNIXという考え方―その設計思想と哲学","本書で述べられているUNIXの発想のひとつとして「過度の対話式インタフェースを避ける」というものがある。UNIXのシステムは初心者には「不親切」なつくり、つまり親切な対話式のインタフェースはほとんどなく、ユーザーがコマンドを実行しようとするときはオプションをつける形をとっている。この形式はオプションをいちいち覚えねばならず、初心者に決してやさしくない。しかしこれはプログラムを小さく単純なものにし、他のプログラムとの結合性を高くする。そして結果としてUNIXのスケーラビリティと移植性の高さを支えることになっているのだ。このような形式で本書では9つの定理と10の小定理を掲げ、UNIXが何を重視し、何を犠牲にしてきたのかを明快に解説している。","https://amzn.to/3ToknHH"
38,"https://m.media-amazon.com/images/I/41Aa3C05e4L._SX258_BO1,204,203,200_.jpg","システム運用アンチパターン ―エンジニアがDevOpsで解決する組織・自動化・コミュニケーション","上層部がDevOpsに理解のない組織で働き、組織構造を変える権限を持っていない開発者であっても、チームにDevOpsを導入するための現実的な方法を紹介します。重厚な承認プロセス、可視化されていない運用、プロセスの最後でのみ行われるソフトウェアテスト、ノイズだらけのアラート、インシデントから学習しない習慣、時間外のデプロイ、情報のため込みなどを取り上げ、ソフトウェアシステムの開発運用が滞るチームや組織に共通してみられる陥りがちな状況や犯しがちな間違いをアンチパターンとして紹介します。そして管理職やマネージャでなく、エンジニアが実行し、繰り返すことで改善できる具体的な行動を解説します。","https://amzn.to/3yysLdM"
39,"https://m.media-amazon.com/images/I/41LHdQuWVcL._SX394_BO1,204,203,200_.jpg","プロを目指す人のためのRuby入門[改訂2版] 言語仕様からテスト駆動開発・デバッグ技法まで","本書は、プログラミング言語Rubyの言語仕様や開発の現場で役立つRubyの知識を説明した本です。豊富なサンプルコードで文法を学び、例題でプログラミングの流れを体験できます。第1版(2017年11月発行)は、初心者の目線にたった丁寧な解説が好評で多くのRuby初学者に愛読され、いまやRuby入門書の定番とも言える存在です。2020年末のRuby 3.0のリリースに伴い、全章にわたって記述内容を見直し、Ruby 3.0までの変更点や新機能に合わせて加筆・修正を行いました。また、第1版にて読者から「難しい、わかりづらい」という声の多かったトピックの説明を改善するなど、より初心者に親切な内容に刷新しています。","https://amzn.to/3ZY7Lsx"
40,"https://m.media-amazon.com/images/I/41fQf8MI9AL._SY291_BO1,204,203,200_QL40_ML2_.jpg","マスタリングTCP/IP―入門編―(第6版)","TCP/IP解説書の決定版! 時代の変化によるトピックを加え内容を刷新!本書は、ベストセラーの『マスタリングTCP/IP 入門編』を時代の変化に即したトピックを加え、内容を刷新した第6版として発行するものです。豊富な脚注と図版・イラストを用いたわかりやすい解説により、TCP/IPの基本をしっかりと学ぶことができます。プロトコル、インターネット、ネットワークについての理解を深める最初の一歩として活用ください。","https://amzn.to/3YEQp2P"
41,"https://m.media-amazon.com/images/I/51sVoe5DHyL._SY344_BO1,204,203,200_.jpg","[増補改訂第3版]Swift実践入門 ── 直感的な文法と安全性を兼ね備えた言語 (WEB+DB PRESS plusシリーズ)","本書は、Swiftの言語仕様と実践的な利用方法を解説した入門書です。増補改訂第3版では、新バージョンのSwift 5に対応し、実践入門という趣旨に合わせて、第16章「Webサービスとの連携」と第17章「ユニットテスト」を新設しました。","https://amzn.to/404s9sh"
42,"https://m.media-amazon.com/images/I/51vxPGkskeL._SX387_BO1,204,203,200_.jpg","競技プログラミングの鉄則 ~アルゴリズム力と思考力を高める77の技術~","競技プログラミング（競プロ）は、問題を解くことでプログラミング能力を競う大会です。本書では、競プロで必要なアルゴリズム・データ構造・考察テクニックを丁寧に解説します。さらに、知識を定着させるための例題・演習問題が150問以上掲載されています。本書は、競プロのコンテストで勝ちたい、アルゴリズムを本格的に学びたい、技術力向上に繋げたいなど、様々な目的で利用できるものとなっています。","https://amzn.to/3ysGmU9"
43,"https://m.media-amazon.com/images/I/51flKufOVUL._SY344_BO1,204,203,200_.jpg","アジャイルサムライ−達人開発者への道−","マスターセンセイと学ぶアジャイル開発の道。動くソフトウェアを素早く開発するための「アジャイルソフトウェア開発手法」を、実際に導入するにはどうすればよいかを、豊富な図を使い親しみやすい言葉で解説しています。経験豊かな著者が具体的なノウハウをまとめた本書は、アジャイル開発を導入したいと考えている組織や人のための「現場のマニュアル」として役立ってくれることでしょう。","https://amzn.to/3Fg8ZHM"
44,"https://m.media-amazon.com/images/I/51va-3sED3L._SY346_.jpg","達人に学ぶSQL徹底指南書 第2版 初級者で終わりたくないあなたへ","SQLを扱うエンジニア必携のロングセラー、10年ぶりの改訂！――SQLの正しい書き方・考え方が学べる本 開発者のためのWebマガジン「CodeZine」の人気連載を大幅加筆・修正して2008年に刊行、好評を博した『達人に学ぶSQL徹底指南書』の改訂・第2版です。第2版では、初版構成を生かしつつ、SQLの強力な機能ウインドウ関数を全面的に採用して多くのコードをリバイスしました。全体的な解説の見直しや最新化も行ない、CASE式、ウィンドウ関数、外部結合、HAVING句、EXISTS述語など、SQLを扱うエンジニアに必要な「正しい書き方・考え方」「ビッグデータ時代に対応したモダンなSQL機能を駆使した書き方」を徹底解説しています。","https://amzn.to/3mNPsYM"
45,"https://m.media-amazon.com/images/I/31818M220JL._SY344_BO1,204,203,200_.jpg","理科系の作文技術","調査報告、出張報告、技術報告、研究計画の申請書など、好むと好まざるとにかかわらず、書かなければならない書類は多い。このような書類を書く際にまず考えるべきことは、それを読むのは誰で、その文章から何を知りたいと思っているかである。それに応じて自分は何について書くか主題を決め、最終的にこういう主張をする、という目標を定めて書き始める。著者はまず、この目標を1つの文にまとめた目標規定文を書くことを勧める。そうすることで明確な目標意識を持つことができ、主張の一貫した文章を書くことができるというわけである。そしてその目標をにらみながら材料をメモし、序論、本論、結論といった原則に従って記述の順序や文章の組み立てを考え、すっきりと筋の通った形にしていく。本書では本論の叙述の順序、論理展開の順序、パラグラフの立て方から文の構造までを解説し、日本人に特有の明言を避ける傾向と対策、事実と意見の書き分けについても触れている。","https://amzn.to/3JbyV8F"
46,"https://m.media-amazon.com/images/I/41+4LYE83XL._SX258_BO1,204,203,200_.jpg","リファクタリング(第2版): 既存のコードを安全に改善する","ソフトウェア開発の名著、第2版登場!リファクタリングは、ソフトウェアの外部的な振る舞いを保ったままで、内部の構造を改善する作業を指します。本書はリファクタリングのガイドブックであり、リファクタリングとは何か、なぜリファクタリングをすべきか、どこを改善すべきか、実際の事例で構成され、ソフトウェア開発者にとって非常に役立つものとなっています。本第2版では、約20年前のオリジナル原稿の構成は変わらないものの、大幅に書き換えられているほか、サンプルコードがJavaからJava Scriptになるなど、現代的にアレンジされています。","https://amzn.to/3FifY3b"
47,"https://m.media-amazon.com/images/I/51OK2x1LvbL._SX348_BO1,204,203,200_.jpg","問題解決力を鍛える!アルゴリズムとデータ構造 (KS情報科学専門書)","プログラムが「書ける」ことと、効率の良い結果を得ることには大分ギャップがある。本書は、どのようにすれば効率のよい結果が得られるか? すなわちどのようなアルゴリズムを採用すればよいか? という点に対して、幅広くかつ明快に解説している。また本書は、アルゴリズム初心者に対して、アルゴリズムへの興味を惹かれるように記述されている。アルゴリズム上級者への初めの一歩には最適であろう。","https://amzn.to/426hxe1"
48,"https://m.media-amazon.com/images/I/51+kh2I4wYL._SY344_BO1,204,203,200_.jpg","異常検知と変化検知 (機械学習プロフェッショナルシリーズ)","企業所属の著者が、データ解析に携わる人の視点でまとめた。必要な理論を幅広く、体系的に述べる。大規模データから「珍しいパターン」を見出す、あるいは変化の「兆し」を素早くつかむ必要がある人なら必読。するする読めて、ずっと使える1冊。現在知られている異常検知・変化検知の手法の大半をカバーした。企業所属の著者が、データ解析に携わる人の視点でまとめた。必要な理論を幅広く、体系的に述べる。大規模データから「珍しいパターン」を見出す、あるいは変化の「兆し」を素早くつかむ必要がある人なら必読。","https://amzn.to/3T7HRQS"
49,"https://m.media-amazon.com/images/I/51hsd-b1RTL._SY291_BO1,204,203,200_QL40_ML2_.jpg","テスト駆動開発","本書は、自分たちのコードに自信を持って開発を続けたいプログラマ、チームリーダー向けに、テスト駆動開発(TDD)の実践方法を解説した“Test-Driven Development By Example"の日本語版です。テスト駆動開発の考案者であるKent Beck自身によって書かれた原典を、日本におけるテスト駆動開発の第一人者である和田卓人氏が訳しました。","https://amzn.to/3ZDEZha"
50,"https://m.media-amazon.com/images/I/51FdJMD2ETL._SY344_BO1,204,203,200_.jpg","知識ゼロから学ぶソフトウェアテスト 【改訂版】","テスト技術者必読のロングセラーが8年振りにリニューアル登場! エンジニアとしての心得やソフトウェアテストにできること、できないこと、など初心者がまず知っておかなければならない事柄にはじまり、必ず実施される各種テスト手法の基礎とポイント、アジャイルなど新しい開発手法に対応したテストの考え方など、テスト技術者にとって不可欠な知識と情報を、親しみやすい記述や例示でわかりやすく解説した1冊です","https://amzn.to/3ZBVRoy"
